"Кому предоставлено право остановки грузовых автомобилей и автобусов, осуществляющих международные перевозки, в пунктах контроля, обозначенных данным дорожным знаком?<br><img src=""https://s.drom.ru/i24228/pdd/tickets/2016/1543885526.jpg""><br><ol><li>Только сотрудникам полиции</li><li>Только уполномоченным должностным лицам Федеральной службы по надзору в сфере транспорта</li><li>Всем перечисленным должностным лицам</li></ol>"	"<b>Правильный ответ: 3. Всем перечисленным должностным лицам</b><hr>В местах, обозначенных дорожным знаком <a href=""https://www.drom.ru/pdd/pdd/sign_7_14_2"" target=""_blank"">7.14.2</a> «Пункт транспортного контроля», право остановки грузовых автомобилей и автобусов предоставлено работникам Федеральной службы по надзору в сфере транспорта и регулировщикам, к которым относятся и сотрудники полиции.
Лица, обладающие правом остановки транспортного средства, обязаны предъявлять по требованию водителя служебное удостоверение. 
(Пункты <a href=""https://www.drom.ru/pdd/pdd/punkt_1_2/#p1_2"" target=""_blank"">1.2</a> «Регулировщик», <a href=""https://www.drom.ru/pdd/pdd/punkt_2_4/#p2_4"" target=""_blank"">2.4</a> ПДД, «Дорожные знаки»)"
"О чем информируют Вас эти дорожные знаки?<br><img src=""https://s.drom.ru/i24228/pdd/tickets/2016/1543885525.jpg""><br><ol><li>О приближении к перекрестку, где установлен знак «Уступите дорогу»</li><li>О приближении к перекрестку, где установлен знак «Движение без остановки запрещено»</li><li>О приближении к таможне</li></ol>"	"<b>Правильный ответ: 2. О приближении к перекрестку, где установлен знак «Движение без остановки запрещено»</b><hr>Табличка <a href=""https://www.drom.ru/pdd/pdd/sign_8_1_2/"" target=""_blank"">8.1.2</a> «Расстояние до объекта» указывает расстояние от знака <a href=""https://www.drom.ru/pdd/pdd/sign_2_4/"" target=""_blank"">2.4</a> «Уступите дорогу» до перекрёстка в случае, если непосредственно перед перекрёстком установлен знак <a href=""https://www.drom.ru/pdd/pdd/sign_2_5/"" target=""_blank"">2.5</a> «Движение без остановки запрещено».
(«Дорожные знаки»)"
"Разрешено ли Вам произвести остановку в указанном месте?<br><img src=""https://s.drom.ru/i24228/pdd/tickets/2016/1543885524.jpg""><br><ol><li>Запрещено</li><li>Разрешено только для посадки или высадки пассажиров</li><li>Разрешено</li></ol>"	"<b>Правильный ответ: 1. Запрещено</b><hr>Сплошная линия разметки <a href=""https://www.drom.ru/pdd/pdd/mark_1_4/"" target=""_blank"">1.4</a> жёлтого цвета обозначает места, где запрещена остановка. С 1 марта 2023 года данная разметка применяется только самостоятельно. Из определения зоны действия знака <a href=""https://www.drom.ru/pdd/pdd/sign_3_27/"" target=""_blank"">3.27</a> «Остановка запрещена», она исключена. В данной ситуации является функционально недействующей. Останавливаться в указанном месте – запрещено.
(«Дорожные знаки», «Горизонтальная разметка»)."
"Действие каких знаков из указанных распространяется только до ближайшего по ходу движения перекрестка?<br><img src=""https://s.drom.ru/i24227/pdd/tickets/2016/1542608356.jpg""><br><ol><li>А и В</li><li>Б и Г</li><li>В и Г</li></ol>"	"<b>Правильный ответ: 2. Б и Г</b><hr>Действие знаков: Б - <a href=""https://www.drom.ru/pdd/pdd/sign_3_24/"" target=""_blank"">3.24</a> «Ограничение максимальной скорости» и Г - <a href=""https://www.drom.ru/pdd/pdd/sign_3_28/"" target=""_blank"">3.28</a> «Стоянка запрещена» распространяется до ближайшего перекрёстка за ним, а в населённых пунктах при отсутствии перекрёстка - до конца населенного пункта. Действие же знаков: А - <a href=""https://www.drom.ru/pdd/pdd/sign_5_31/"" target=""_blank"">5.31</a> «Зона с ограничением максимальной скорости» и В - <a href=""https://www.drom.ru/pdd/pdd/sign_5_27/"" target=""_blank"">5.27</a> «Зона с ограничением стоянки» отменяется соответствующими только им знаками <a href=""https://www.drom.ru/pdd/pdd/sign_5_32/"" target=""_blank"">5.32</a> «Конец зоны с ограничением максимальной скорости» и <a href=""https://www.drom.ru/pdd/pdd/sign_5_28/"" target=""_blank"">5.28</a> «Конец зоны с ограничением стоянки».
(«Дорожные знаки»)"
"Что обозначают прерывистые линии разметки на перекрестке?<br><img src=""https://s.drom.ru/i24227/pdd/tickets/2016/1542608357.jpg""><br><ol><li>Обязательное направление движения на перекрестке</li><li>Полосы движения в пределах перекрестка</li><li>Предупреждение о приближении к разметке, разделяющей транспортные потоки противоположных или попутных направлений</li></ol>"	"<b>Правильный ответ: 2. Полосы движения в пределах перекрестка</b><hr>«Горизонтальная разметка» <a href=""https://www.drom.ru/pdd/pdd/mark_1_7/"" target=""_blank"">1.7</a> обозначает полосы движения в пределах перекрестка."
"Вам разрешается движение:<br><img src=""https://s.drom.ru/i24228/pdd/tickets/2016/1543885520.jpg""><br><ol><li>Только прямо</li><li>Прямо и направо</li><li>В любом направлении</li></ol>"	"<b>Правильный ответ: 2. Прямо и направо</b><hr>При наличии регулировщика, сигналы светофора «не работают». Со стороны левого бока при вытянутой правой руке регулировщика безрельсовым транспортным средствам разрешается движение во всех направлениях.
Но, т.к. Вы находитесь на правой полосе, Вам разрешается движение только прямо или направо.
(Пункт <a href=""https://www.drom.ru/pdd/pdd/punkt_6_10/#p6_10"" target=""_blank"">6.10</a> ПДД)"
Когда следует выключить указатели левого поворота, выполняя обгон?<br><br><ol><li>Сразу же после перестроения на полосу, предназначенную для встречного движения</li><li>После опережения обгоняемого транспортного средства</li><li>По усмотрению водителя</li></ol>	"<b>Правильный ответ: 1. Сразу же после перестроения на полосу, предназначенную для встречного движения</b><hr>Вы завершили перестроение на встречную полосу, прекращаете подачу сигнала немедленно. Опережая транспортное средство по встречной полосе, сигнал не подаёте.
(Пункт <a href=""https://www.drom.ru/pdd/pdd/punkt_8_2/#p8_2"" target=""_blank"">8.2</a> ПДД. «Техника управления автомобилем». Обгон)"
"Обязан ли водитель автобуса уступить дорогу водителю грузового автомобиля?<br><img src=""https://s.drom.ru/i24228/pdd/tickets/2016/1543885519.jpg""><br><ol><li>Обязан</li><li>Обязан, если водитель грузового автомобиля начнет смещаться вправо</li><li>Не обязан</li></ol>"	"<b>Правильный ответ: 3. Не обязан</b><hr>Водитель автобуса продолжает движение по правой полосе без перестроения. Он «хозяин полосы», поэтому и уступать никому не обязан.
(Пункт <a href=""https://www.drom.ru/pdd/pdd/punkt_8_4/#p8_4"" target=""_blank"">8.4</a> ПДД)"
"Разрешен ли Вам разворот на этом участке дороги?<br><img src=""https://s.drom.ru/i24228/pdd/tickets/2016/1543885518.jpg""><br><ol><li>Разрешен</li><li>Разрешен только при видимости дороги не менее 100 м</li><li>Запрещен</li></ol>"	"<b>Правильный ответ: 2. Разрешен только при видимости дороги не менее 100 м</b><hr>По ходу Вашего движения дорога делает поворот направо. Разворот разрешён только при видимости дороги более 100 м.
(Пункт <a href=""https://www.drom.ru/pdd/pdd/punkt_8_11/#p8_11"" target=""_blank"">8.11</a> ПДД)"
Каким грузовым автомобилям, перевозящим людей в кузове, разрешается движение вне населенных пунктов со скоростью не более 60 км/час?<br><br><ol><li>С максимальной разрешенной массой более 3,5&nbsp;т</li><li>С максимальной разрешенной массой более 2,5 т</li><li>Всем грузовым автомобилям</li></ol>	"<b>Правильный ответ: 3. Всем грузовым автомобилям</b><hr>Всем грузовым автомобилям, перевозящим людей в кузове, вне населенных пунктов, разрешается движение со скоростью не более 60 км/ч.
(Пункт <a href=""https://www.drom.ru/pdd/pdd/punkt_10_3/#p10_3"" target=""_blank"">10.3</a> ПДД)"
"Разрешается ли Вам в конце подъема перестроиться на среднюю полосу для опережения грузового автомобиля?<br><img src=""https://s.drom.ru/i24228/pdd/tickets/2016/1543885517.jpg""><br><ol><li>Разрешается</li><li>Разрешается только при видимости дороги не менее 100 м</li><li>Запрещается</li></ol>"	"<b>Правильный ответ: 1. Разрешается</b><hr>В данной ситуации четкое разграничение дороги по полосам. Одна полоса со встречным движением и две полосы движения в Вашем направлении. Поэтому можете совершать опережение и в конце подъёма. Но всегда проявляйте в таких ситуациях осторожность, т.к. что происходит на дороге за поперечным переломом её не видно, неизвестно.
Не попадайте в ситуации, при которых наступает мгновенная неожиданность.
(Пункты ПДД: <a href=""https://www.drom.ru/pdd/pdd/punkt_1_2/#p1_2"" target=""_blank"">1.2</a> термин «Опережение», <a href=""https://www.drom.ru/pdd/pdd/punkt_11_4/#p11_4"" target=""_blank"">11.4</a>)"
"В каком из указанных мест Вам можно поставить на стоянку грузовой автомобиль с разрешенной максимальной массой более 3,5 т?<br><img src=""https://s.drom.ru/i24228/pdd/tickets/2016/1543885516.jpg""><br><ol><li>Только А</li><li>Только В</li><li>А или В</li><li>В любом</li></ol>"	"<b>Правильный ответ: 2. Только В</b><hr>На дороге с односторонним движением грузовым автомобилям, разрешённая максимальная масса которых более 3,5 т, с левой стороны дороги по ходу движения разрешается остановка, связанная только с разгрузкой или загрузкой. В месте «А» стоять нельзя. В месте «Б» Вы будете находиться в зоне действия знака <a href=""https://www.drom.ru/pdd/pdd/sign_3_28/"" target=""_blank"">3.28</a> «Стоянка запрещена», что является нарушением. Ничего противоречащего для стоянки нет в месте «В».
(«Дорожные знаки», пункт <a href=""https://www.drom.ru/pdd/pdd/punkt_12_1/#p12_1"" target=""_blank"">12.1</a> ПДД)"
"Как Вам следует поступить при повороте налево?<br><img src=""https://s.drom.ru/i24228/pdd/tickets/2016/1543885514.jpg""><br><ol><li>Проехать перекресток первым</li><li>Выехать на перекресток и остановиться, чтобы уступить дорогу встречному автомобилю</li><li>Остановиться перед перекрестком и после проезда легкового автомобиля повернуть налево</li></ol>"	"<b>Правильный ответ: 2. Выехать на перекресток и остановиться, чтобы уступить дорогу встречному автомобилю</b><hr>Остановка не далее стоп-линии обязательна при запрещающем сигнале светофора. Вам же горит «зелёный». Без остановки выезжаете на перекрёсток и перед поворотом налево останавливаетесь, чтобы уступить дорогу легковому автомобилю, движущемуся прямо со встречного направления.
(«Горизонтальная разметка», пункты <a href=""https://www.drom.ru/pdd/pdd/punkt_6_13/#p6_13"" target=""_blank"">6.13</a>, <a href=""https://www.drom.ru/pdd/pdd/punkt_6_2/#p6_2"" target=""_blank"">6.2</a>, <a href=""https://www.drom.ru/pdd/pdd/punkt_13_3/#p13_3"" target=""_blank"">13.3</a>, <a href=""https://www.drom.ru/pdd/pdd/punkt_13_4/#p13_4"" target=""_blank"">13.4</a> ПДД)"
"Разрешено ли Вам выехать на перекресток, за которым образовался затор:<br><img src=""https://s.drom.ru/i24228/pdd/tickets/2016/1543885513.jpg""><br><ol><li>Разрешено</li><li>Разрешено, если Вы намерены выполнить поворот</li><li>Запрещено</li></ol>"	"<b>Правильный ответ: 2. Разрешено, если Вы намерены выполнить поворот</b><hr>В настоящее время заторы стали проблемой больших городов. Аналогичная ситуация не редкость. В прямом направлении Вам продолжать движение нельзя, так как Вы, остановившись на перекрёстке, перекроете движение транспортным средствам, движущимся в поперечном направлении. В данной ситуации можете выехать на перекрёсток только если намереваетесь повернуть налево или направо.
(Пункт <a href=""https://www.drom.ru/pdd/pdd/punkt_13_2/#p13_2"" target=""_blank"">13.2</a> ПДД).
(14.12.18 обновлен вариант ответа (правильный). Теперь нельзя выезжать на перекресток с затором, если вы собираетесь сделать разворот)"
"Вы намерены продолжить движение прямо. Кому Вы обязаны уступить дорогу?<br><img src=""https://s.drom.ru/i24228/pdd/tickets/2016/1543885512.jpg""><br><ol><li>Только мотоциклу</li><li>Мотоциклу и легковому автомобилю</li><li>Никому</li></ol>"	"<b>Правильный ответ: 3. Никому</b><hr>Перекрёсток неравнозначный. Главная дорога меняет направление. Транспортные средства, находящиеся на главной дороге, имеют преимущество, между собой руководствуются «правилом правой руки». После их проезда, пользуясь этим же правилом, проезжают транспортные средства, находящиеся на второстепенной дороге. Первым проезжаете Вы, никому не уступая, мотоциклист - вторым, грузовик - третьим, легковой автомобиль - последним.
(«Дорожные знаки», пункты <a href=""https://www.drom.ru/pdd/pdd/punkt_13_9/#p13_9"" target=""_blank"">13.9</a>, <a href=""https://www.drom.ru/pdd/pdd/punkt_13_10/#p13_10"" target=""_blank"">13.10</a>, <a href=""https://www.drom.ru/pdd/pdd/punkt_13_11/#p13_11"" target=""_blank"">13.11</a> ПДД)"
Где могут двигаться пешеходы в жилой зоне?<br><br><ol><li>Только по тротуарам</li><li>По тротуарам и в один ряд по краю проезжей части</li><li>По тротуарам и по всей ширине проезжей части</li></ol>	"<b>Правильный ответ: 3. По тротуарам и по всей ширине проезжей части</b><hr>В жилой зоне, на дворовых территориях пешеходы имеют преимущество перед транспортными средствами. Их движение разрешается как по тротуарам, так и по всей ширине проезжей части.
(Пункты <a href=""https://www.drom.ru/pdd/pdd/punkt_17_1/#p17_1"" target=""_blank"">17.1</a>, <a href=""https://www.drom.ru/pdd/pdd/punkt_17_4/#p17_4"" target=""_blank"">17.4</a> ПДД)"
"На каком рисунке изображен автомобиль, водитель которого не нарушает правил перевозки грузов?<br><img src=""https://s.drom.ru/i24228/pdd/tickets/2016/1543885511.jpg""><br><ol><li>Только на А</li><li>Только на Б</li><li>На обоих</li></ol>"	"<b>Правильный ответ: 3. На обоих</b><hr>Оба водителя не нарушают правила перевозки грузов. На левом рисунке выступающий груз менее 1 м, что допускает его перевозку без специального обозначения. На правом рисунке, если действие происходит в дневное время, как и должно быть при перевозке груза, выступающего более чем на 1 м, он обозначен опознавательным знаком «Крупногабаритный груз».
Теоретически и практически эти размеры определяются от внешних световых приборов, а не от выступающих частей автомобиля.
(Пункт <a href=""https://www.drom.ru/pdd/pdd/punkt_23_4/#p23_4"" target=""_blank"">23.4</a> ПДД)"
В каких случаях разрешается эксплуатация транспортного средства?<br><br><ol><li>Содержание вредных веществ в отработавших газах или их дымность превышают установленные нормы</li><li>Система питания и выпуска отработавших газов негерметичны</li><li>Не работает указатель температуры охлаждающей жидкости</li><li>Уровень шума выпуска отработавших газов превышает установленные нормы</li></ol>	"<b>Правильный ответ: 3. Не работает указатель температуры охлаждающей жидкости</b><hr>Согласно «Перечня неисправностей», если содержание вредных веществ в отработавших газах или их дымность превышают установленные нормы, нарушена герметичность системы питания (топливной системы), или уровень внешнего шума превышает установленные нормы (пункты 8.1, 8.2, 8.5), эксплуатация транспортных средств запрещена. Особенно будьте внимательны к подтеканию топлива, проявлением которого является запах. Такая неисправность грозит загоранием автомобиля, который не всегда удаётся потушить. Эксплуатация не запрещается, если не работает указатель температуры охлаждающей жидкости.
(«Перечень неисправностей»)."
Двигаться по глубокому снегу на грунтовой дороге следует:<br><br><ol><li>Изменяя скорость движения и передачу в зависимости от состояния дороги</li><li>На заранее выбранной пониженной передаче, без резких поворотов и остановок</li><li>На заранее выбранной повышенной передаче, без резких поворотов и остановок</li></ol>	<b>Правильный ответ: 2. На заранее выбранной пониженной передаче, без резких поворотов и остановок</b><hr>Если и дорога, и снежный покров ровные, а участок дороги продолжительный, то следует двигаться на пониженной передаче.
Какую оптимальную позу следует придать пострадавшему, находящемуся в сознании, при подозрении на травму позвоночника?<br><br><ol><li>Уложить пострадавшего на бок</li><li>Уложить пострадавшего на спину на твердой ровной поверхности, без необходимости его не перемещать, позу не менять</li><li>Уложить пострадавшего на спину, подложить под шею валик из одежды и приподнять ноги</li></ol>	<b>Правильный ответ: 2. Уложить пострадавшего на спину на твердой ровной поверхности, без необходимости его не перемещать, позу не менять</b><hr>Правильный ответ - «пострадавшего не перемещать, позу не менять».
